player,nationality,position,team,comp_level,age,birth_year,games,playing_games_starts,playing_minutes,playing_minutes_90s,playing_goals,performance_assists,performance_goals_assists,performance_goals_pens,performance_pens_made,performance_pens_att,performance_cards_yellow,performance_cards_red,performance_xg,expected_npxg,expected_xg_assist,expected_npxg_xg_assist,expected_progressive_carries,progression_progressive_passes,progression_progressive_passes_received,progression_goals_per90,per90_assists_per90,per90_goals_assists_per90,per90_goals_pens_per90,per90_goals_assists_pens_per90,per90_xg_per90,per90_xg_assist_per90,per90_xg_xg_assist_per90,per90_npxg_per90,per90_npxg_xg_assist_per90,per90_matches,minutes_90s,tackles,tackles_tackles_won,tackles_tackles_def_3rd,tackles_tackles_mid_3rd,tackles_tackles_att_3rd,tackles_challenge_tackles,challenges_challenges,challenges_challenge_tackles_pct,challenges_challenges_lost,challenges_blocks,blocks_blocked_shots,blocks_blocked_passes,blocks_interceptions,tackles_interceptions,clearances,errors,sca,sca_sca_per90,sca_sca_passes_live,sca_types_sca_passes_dead,sca_types_sca_take_ons,sca_types_sca_shots,sca_types_sca_fouled,sca_types_sca_defense,sca_types_gca,gca_gca_per90,gca_gca_passes_live,gca_types_gca_passes_dead,gca_types_gca_take_ons,gca_types_gca_shots,gca_types_gca_fouled,gca_types_gca_defense,gca_types_matches,minutes_90s,cards_yellow,performance_cards_yellow_red,performance_fouls,performance_fouled,performance_offsides,performance_crosses,performance_interceptions,performance_tackles_won,performance_pens_won,performance_pens_conceded,performance_own_goals,performance_ball_recoveries,performance_aerials_won,aerials_aerials_lost,aerials_aerials_won_pct,aerials_matches,goals,standard_shots,standard_shots_on_target,standard_shots_on_target_pct,standard_shots_per90,standard_shots_on_target_per90,standard_goals_per_shot,standard_goals_per_shot_on_target,standard_average_shot_distance,standard_shots_free_kicks,standard_pens_made,standard_pens_att,standard_xg,expected_npxg_per_shot,expected_xg_net,expected_npxg_net,expected_matches,minutes_90s,passes_completed,passes_total_passes,passes_total_passes_pct,passes_total_passes_total_distance,passes_total_passes_progressive_distance,passes_total_passes_completed_short,passes_short_passes_short,passes_short_passes_pct_short,passes_short_passes_completed_medium,passes_medium_passes_medium,passes_medium_passes_pct_medium,passes_medium_passes_completed_long,passes_long_passes_long,passes_long_passes_pct_long,passes_long_assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,touches,touches_touches_def_pen_area,touches_touches_def_3rd,touches_touches_mid_3rd,touches_touches_att_3rd,touches_touches_att_pen_area,touches_touches_live_ball,touches_take_ons,take_ons_take_ons_won,take_ons_take_ons_won_pct,take_ons_take_ons_tackled,take_ons_take_ons_tackled_pct,take_ons_carries,carries_carries_distance,carries_carries_progressive_distance,carries_progressive_carries,carries_carries_into_final_third,carries_carries_into_penalty_area,carries_miscontrols,carries_dispossessed,carries_passes_received,receiving_progressive_passes_received,receiving_matches,playing_minutes_per_game,playing_minutes_pct,starts_minutes_per_start,starts_games_complete,starts_games_subs,subs_minutes_per_sub,subs_unused_subs,subs_points_per_game,team_success_on_goals_for,team_success_on_goals_against,team_success_plus_minus,team_success_plus_minus_per90,team_success_plus_minus_wowy,team_success_on_xg_for,xg_team_success_on_xg_against,xg_team_success_xg_plus_minus,xg_team_success_xg_plus_minus_per90,xg_team_success_xg_plus_minus_wowy,xg_team_success_matches,year_of_stat
Fernandinho,br BRA,MF,Manchester City,eng Premier League,35,1985,21,12,"1,188",13.2,0,2,2,0,0,0,6,0,0.7,0.7,1.3,1.9,31,114,5,0.00,0.15,0.15,0.00,0.15,0.05,0.10,0.15,0.05,0.15,Matches,13.2,31,17,8,14,9,20,43,46.5,23,11,2,9,23,54,17,0,31,2.35,26,0,3,0,0,2,3,0.23,2,0,0,0,0,1,Matches,13.2,6,0,22,11,0,6,23,17,0,0,0,91,30,18,62.5,Matches,0,14,3,21.4,1.06,0.23,0.00,0.00,22.7,0,0,0,0.7,0.05,-0.7,-0.7,Matches,13.2,889,1026,86.6,14889,4335,426,467,91.2,364,416,87.5,73,96,76.0,2,1.3,1.1,+0.7,14,124,13,1,114,1143,31,161,813,181,13,1143,13,10,76.9,3,23.1,703,3633,2218,31,42,4,7,4,867,5,Matches,57,34.7,85,10,9,19,11,2.38,29,10,+19,+1.44,+0.15,20.6,10.0,+10.5,+0.80,-0.31,Matches,CURRENT
Fernando,br BRA,MF,Sevilla,es La Liga,33,1987,31,28,"2,546",28.3,3,4,7,3,0,0,6,0,1.5,1.5,3.0,4.5,17,112,22,0.11,0.14,0.25,0.11,0.25,0.05,0.11,0.16,0.05,0.16,Matches,28.3,54,28,24,25,5,23,43,53.5,20,25,11,14,41,95,70,0,37,1.31,34,1,2,0,0,0,9,0.32,8,0,1,0,0,0,Matches,28.3,6,0,40,16,1,1,41,28,0,0,0,191,54,37,59.3,Matches,3,6,4,66.7,0.21,0.14,0.50,0.75,13.8,0,0,0,1.5,0.25,+1.5,+1.5,Matches,28.3,1423,1591,89.4,25214,7105,596,645,92.4,652,702,92.9,128,168,76.2,4,3.0,2.2,+1.0,19,94,9,1,112,1837,135,593,1065,194,12,1837,19,11,57.9,8,42.1,973,4313,2052,17,17,1,25,10,1191,22,Matches,82,74.4,88,25,3,29,4,2.13,42,27,+15,+0.53,+0.02,42.4,25.7,+16.7,+0.59,+0.29,Matches,CURRENT
Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,1994,12,11,880,9.8,0,1,1,0,0,0,3,0,0.0,0.0,1.0,1.0,1,32,8,0.00,0.10,0.10,0.00,0.10,0.00,0.11,0.11,0.00,0.11,Matches,9.8,27,15,16,9,2,15,24,62.5,9,18,6,12,23,50,26,0,9,0.92,7,0,0,0,2,0,1,0.10,1,0,0,0,0,0,Matches,9.8,3,0,9,10,0,4,23,15,0,0,0,55,17,8,68.0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,9.8,411,493,83.4,7406,2655,160,178,89.9,197,224,87.9,43,66,65.2,1,1.0,0.1,0.0,4,25,1,1,32,602,59,301,241,65,7,602,2,1,50.0,1,50.0,307,1299,611,1,1,0,9,4,345,8,Matches,73,25.7,80,8,1,3,20,1.42,13,15,-2,-0.20,-0.20,11.4,14.5,-3.1,-0.31,-0.04,Matches,CURRENT
David Ferreiro,es ESP,"MF,FW",Huesca,es La Liga,32,1988,37,29,"2,527",28.1,2,4,6,2,0,0,5,0,1.8,1.8,6.0,7.8,68,113,182,0.07,0.14,0.21,0.07,0.21,0.06,0.21,0.28,0.06,0.28,Matches,28.1,25,12,12,8,5,8,49,16.3,41,21,1,20,25,50,15,0,121,4.31,73,32,7,4,4,1,10,0.36,7,1,0,1,0,1,Matches,28.1,5,0,52,38,15,245,25,12,0,0,0,152,9,21,30.0,Matches,2,26,12,46.2,0.93,0.43,0.08,0.17,19.8,0,0,0,1.8,0.07,+0.2,+0.2,Matches,28.1,701,1090,64.3,13216,4057,316,384,82.3,254,372,68.3,114,257,44.4,4,6.0,5.5,-2.0,73,60,46,27,113,1325,13,180,523,649,43,1325,64,44,68.8,20,31.3,788,5108,2292,68,47,12,41,36,845,182,Matches,68,73.9,80,9,8,26,1,0.89,28,34,-6,-0.21,+1.10,30.5,28.8,+1.7,+0.06,+1.19,Matches,CURRENT
Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,1998,18,14,"1,190",13.2,0,1,1,0,0,0,4,0,0.1,0.1,1.3,1.4,28,46,49,0.00,0.08,0.08,0.00,0.08,0.01,0.10,0.10,0.01,0.10,Matches,13.2,20,10,10,8,2,8,22,36.4,14,13,4,9,24,44,37,1,27,2.04,24,2,0,0,0,1,3,0.23,2,1,0,0,0,0,Matches,13.2,4,0,15,7,0,57,24,10,0,1,0,78,25,16,61.0,Matches,0,3,1,33.3,0.23,0.08,0.00,0.00,19.9,0,0,0,0.1,0.03,-0.1,-0.1,Matches,13.2,676,908,74.4,12680,4232,291,339,85.8,273,348,78.4,106,172,61.6,1,1.3,0.9,-0.3,14,35,19,16,46,1037,49,341,462,243,6,1037,8,5,62.5,3,37.5,547,2541,1299,28,19,0,12,7,601,49,Matches,66,34.8,79,10,4,22,11,1.39,24,19,+5,+0.38,+1.39,18.2,19.8,-1.6,-0.12,+0.56,Matches,CURRENT
Facundo Ferreyra,ar ARG,FW,Celta Vigo,es La Liga,29,1991,13,2,300,3.3,1,0,1,1,0,0,5,1,1.5,1.5,0.0,1.5,1,2,10,0.30,0.00,0.30,0.30,0.30,0.46,0.00,0.46,0.46,0.46,Matches,3.3,4,3,1,2,1,0,2,0.0,2,5,0,5,2,6,2,0,2,0.60,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,3.3,5,1,22,6,1,1,2,3,0,0,0,5,10,13,43.5,Matches,1,7,2,28.6,2.10,0.60,0.14,0.50,12.5,0,0,0,1.5,0.22,-0.5,-0.5,Matches,3.3,33,50,66.0,410,65,22,30,73.3,4,7,57.1,3,3,100.0,0,0.0,0.0,0.0,0,1,0,0,2,86,2,9,39,39,12,86,1,0,0.0,1,100.0,33,89,33,1,1,1,5,7,54,10,Matches,23,8.8,66,0,11,15,2,1.46,3,5,-2,-0.60,-0.60,3.2,4.9,-1.7,-0.51,-0.54,Matches,CURRENT
Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,28,1992,34,31,"2,577",28.6,0,3,3,0,0,0,6,0,0.1,0.1,1.7,1.9,36,192,41,0.00,0.10,0.10,0.00,0.10,0.00,0.06,0.06,0.00,0.06,Matches,28.6,58,40,34,22,2,31,103,30.1,72,30,5,25,8,66,18,1,65,2.27,60,0,0,1,1,3,6,0.21,6,0,0,0,0,0,Matches,28.6,6,0,52,34,0,27,8,40,0,0,0,231,20,24,45.5,Matches,0,4,2,50.0,0.14,0.07,0.00,0.00,23.6,0,0,0,0.1,0.03,-0.1,-0.1,Matches,28.6,1396,1646,84.8,27333,7949,522,582,89.7,637,706,90.2,214,282,75.9,3,1.7,1.8,+1.3,22,142,15,7,192,1855,32,457,1164,257,14,1855,28,16,57.1,12,42.9,1154,5707,2736,36,32,6,37,27,1319,41,Matches,76,75.4,80,14,3,30,0,1.47,47,44,+3,+0.10,+0.64,41.7,44.7,-3.0,-0.10,+1.11,Matches,CURRENT
Marco Festa,it ITA,GK,Crotone,it Serie A,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,1.0,31,36,86.1,883,725,10,10,100.0,8,8,100.0,13,18,72.2,0,0.0,0.0,0.0,0,0,0,0,0,39,35,39,0,0,0,39,0,0,,0,,21,123,103,0,0,0,0,0,10,0,Matches,90,2.6,90,1,0,,36,1.00,1,1,0,0.00,+1.27,1.3,1.6,-0.3,-0.29,+0.53,Matches,CURRENT
Fidel,es ESP,"MF,DF",Elche,es La Liga,30,1989,30,28,"2,396",26.6,6,3,9,4,2,3,8,0,4.3,1.9,5.0,7.0,82,97,123,0.23,0.11,0.34,0.15,0.26,0.16,0.19,0.35,0.07,0.26,Matches,26.6,46,30,28,15,3,25,64,39.1,39,22,2,20,16,62,14,0,79,2.97,42,28,4,1,4,0,7,0.26,4,3,0,0,0,0,Matches,26.6,8,0,30,42,5,165,16,30,0,0,0,137,10,22,31.3,Matches,6,15,6,40.0,0.56,0.23,0.27,0.67,20.9,3,2,3,4.3,0.13,+1.7,+2.1,Matches,26.6,892,1237,72.1,14752,5014,476,552,86.2,265,378,70.1,109,204,53.4,3,5.0,4.2,-2.0,46,63,24,13,97,1510,33,388,669,481,53,1507,88,51,58.0,37,42.0,882,5112,2655,82,51,19,62,40,1011,123,Matches,80,70.1,83,19,2,33,0,1.00,26,31,-5,-0.19,+1.22,22.1,40.3,-18.1,-0.68,+0.45,Matches,CURRENT
Sam Field,eng ENG,MF,West Brom,eng Premier League,22,1998,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.7,5,5,3,2,0,0,0,,0,4,1,3,2,7,4,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.7,0,0,2,1,0,0,2,5,0,0,0,7,3,2,60.0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,0.7,15,25,60.0,209,52,10,14,71.4,2,4,50.0,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,2,43,4,17,24,2,0,43,1,1,100.0,0,0.0,9,25,1,0,0,0,2,1,10,0,Matches,21,1.8,,0,3,21,2,0.33,0,2,-2,-2.90,-1.86,0.1,0.9,-0.8,-1.18,-0.35,Matches,CURRENT
Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,31,1989,17,4,544,6.0,0,1,1,0,0,2,0,0,3.1,1.5,0.9,2.5,5,18,47,0.00,0.17,0.17,0.00,0.17,0.51,0.15,0.67,0.25,0.41,Matches,6.0,2,1,0,1,1,0,1,0.0,1,7,1,6,1,3,4,0,20,3.30,15,0,2,2,1,0,2,0.33,2,0,0,0,0,0,Matches,6.0,0,0,10,5,0,4,1,1,0,0,0,18,9,18,33.3,Matches,0,11,6,54.5,1.82,0.99,0.00,0.00,15.8,0,0,2,3.1,0.14,-3.1,-1.5,Matches,6.0,110,177,62.1,1825,420,51,81,63.0,38,58,65.5,14,15,93.3,1,0.9,0.8,+0.1,9,12,2,0,18,243,6,27,116,104,30,241,5,4,80.0,1,20.0,127,706,287,5,7,3,21,10,175,47,Matches,32,17.8,64,1,13,22,2,1.29,7,8,-1,-0.17,+0.44,10.0,10.3,-0.3,-0.05,+0.65,Matches,CURRENT
Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,28,1991,36,33,"2,838",31.5,9,7,16,9,0,0,2,0,11.3,11.3,5.6,16.9,66,140,222,0.29,0.22,0.51,0.29,0.51,0.36,0.18,0.54,0.36,0.54,Matches,31.5,33,15,3,17,13,6,32,18.8,26,42,5,37,11,44,12,0,111,3.52,84,1,13,11,2,0,11,0.35,10,0,0,1,0,0,Matches,31.5,2,0,22,16,4,14,11,15,0,0,0,109,22,74,22.9,Matches,9,83,32,38.6,2.63,1.01,0.11,0.28,14.3,0,0,0,11.3,0.14,-2.3,-2.3,Matches,31.5,1065,1333,79.9,13277,3355,679,780,87.1,252,323,78.0,42,59,71.2,7,5.6,4.6,+1.4,44,84,40,0,140,1663,18,104,789,788,176,1663,83,59,71.1,24,28.9,989,4862,2379,66,44,22,80,47,1279,222,Matches,79,83.0,84,16,3,23,0,1.83,57,39,+18,+0.57,-0.67,57.5,36.8,+20.7,+0.66,+0.06,Matches,CURRENT
Junior Firpo,es ESP,"DF,MF",Barcelona,es La Liga,23,1996,7,3,289,3.2,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.4,8,7,22,0.31,0.31,0.62,0.31,0.62,0.21,0.24,0.45,0.21,0.45,Matches,3.2,1,1,1,0,0,0,1,0.0,1,5,3,2,4,5,7,0,8,2.49,7,0,0,0,1,0,2,0.62,2,0,0,0,0,0,Matches,3.2,2,0,9,6,3,4,4,1,0,0,0,15,3,1,75.0,Matches,1,1,1,100.0,0.31,0.31,1.00,1.00,3.6,0,0,0,0.7,0.68,+0.3,+0.3,Matches,3.2,202,229,88.2,2501,612,132,139,95.0,56,62,90.3,2,4,50.0,1,0.8,0.5,+0.2,5,6,3,1,7,265,12,61,121,84,12,265,5,1,20.0,4,80.0,155,718,358,8,8,3,6,0,193,22,Matches,41,8.5,75,2,4,16,28,2.71,7,2,+5,+1.56,+0.35,5.5,4.2,+1.3,+0.41,-0.49,Matches,CURRENT
John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,28,1991,31,29,"2,575",28.6,0,2,2,0,0,0,4,0,0.6,0.6,2.9,3.5,54,151,62,0.00,0.07,0.07,0.00,0.07,0.02,0.10,0.12,0.02,0.12,Matches,28.6,51,33,28,18,5,26,83,31.3,57,26,4,22,28,79,12,1,72,2.52,51,15,2,2,2,0,3,0.10,2,1,0,0,0,0,Matches,28.6,4,0,33,28,0,96,28,33,0,0,0,156,12,20,37.5,Matches,0,17,5,29.4,0.59,0.17,0.00,0.00,24.6,0,0,0,0.6,0.03,-0.6,-0.6,Matches,28.6,971,1245,78.0,14229,4533,540,593,91.1,296,364,81.3,70,172,40.7,2,2.9,2.3,-0.9,33,110,22,5,151,1476,36,248,744,502,25,1476,54,30,55.6,24,44.4,768,4026,2160,54,48,5,30,24,933,62,Matches,83,75.3,87,26,2,31,2,0.71,16,47,-31,-1.08,+0.19,23.7,46.9,-23.3,-0.81,-0.14,Matches,CURRENT
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,27,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,3.0,92,123,74.8,3190,2559,10,10,100.0,41,41,100.0,41,72,56.9,0,0.0,0.0,0.0,0,3,0,0,0,135,122,135,0,0,0,135,0,0,,0,,81,360,196,0,0,0,0,0,65,0,Matches,90,8.8,90,3,0,,0,1.33,7,6,+1,+0.33,+0.37,4.3,6.9,-2.6,-0.86,-0.72,Matches,CURRENT
Florian Flick,de GER,MF,Schalke 04,de Bundesliga,20,2000,4,4,360,4.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,1,6,1,0.25,0.00,0.25,0.25,0.25,0.12,0.00,0.12,0.12,0.12,Matches,4.0,10,7,4,6,0,7,16,43.8,9,4,3,1,7,17,5,1,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches,4.0,1,0,4,2,0,1,7,7,0,0,0,26,2,7,22.2,Matches,1,1,1,100.0,0.25,0.25,1.00,1.00,12.3,0,0,0,0.5,0.47,+0.5,+0.5,Matches,4.0,73,95,76.8,1315,402,33,37,89.2,26,35,74.3,11,15,73.3,0,0.0,0.0,0.0,0,6,0,0,6,135,13,55,73,8,1,135,3,0,0.0,3,100.0,63,235,88,1,0,0,2,1,59,1,Matches,90,11.8,90,4,0,,1,0.75,7,10,-3,-0.75,+1.18,5.0,8.2,-3.2,-0.80,+0.44,Matches,CURRENT
Alexis Flips,fr FRA,"MF,FW",Reims,fr Ligue 1,20,2000,2,0,43,0.5,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,2.09,0.00,2.09,2.09,2.09,0.10,0.00,0.10,0.10,0.10,Matches,0.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,1,2.09,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,0.5,0,0,1,1,0,5,0,0,0,0,0,3,0,0,,Matches,1,2,1,50.0,4.19,2.09,0.50,1.00,33.1,0,0,0,0.0,0.02,+1.0,+1.0,Matches,0.5,9,17,52.9,180,65,4,4,100.0,4,8,50.0,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,1,28,0,5,12,13,2,28,2,0,0.0,2,100.0,20,92,33,0,1,0,5,0,21,4,Matches,22,1.3,,0,2,22,5,0.50,1,0,+1,+2.09,+2.33,0.2,0.6,-0.4,-0.88,-0.19,Matches,CURRENT
Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,21,18,"1,538",17.1,2,1,3,2,0,0,1,0,2.2,2.2,2.4,4.6,27,63,148,0.12,0.06,0.18,0.12,0.18,0.13,0.14,0.27,0.13,0.27,Matches,17.1,24,16,9,9,6,12,29,41.4,17,7,1,6,17,41,25,0,28,1.64,21,4,0,2,0,1,2,0.12,1,1,0,0,0,0,Matches,17.1,1,0,10,7,2,80,17,16,0,0,0,86,13,20,39.4,Matches,2,21,8,38.1,1.23,0.47,0.10,0.25,18.9,0,0,0,2.2,0.10,-0.2,-0.2,Matches,17.1,815,1009,80.8,12776,3224,436,474,92.0,286,351,81.5,58,120,48.3,1,2.4,2.9,-1.4,18,45,25,16,63,1128,46,251,515,367,51,1128,11,5,45.5,6,54.5,623,2635,1388,27,20,9,9,2,780,148,Matches,73,45.0,84,10,3,7,5,2.00,35,13,+22,+1.29,-0.43,37.5,14.7,+22.8,+1.33,+0.54,Matches,CURRENT
Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.5,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0.0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,0.5,7,11,63.6,114,56,3,3,100.0,3,6,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,14,2,5,6,3,1,14,0,0,,0,,6,51,38,1,0,1,0,0,4,1,Matches,45,1.3,,0,1,45,0,0.00,0,0,0,0.00,+0.48,0.8,1.4,-0.6,-1.20,-0.81,Matches,CURRENT
Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,20,2000,28,17,"1,616",18.0,9,5,14,9,0,0,0,0,5.0,5.0,3.6,8.6,81,69,213,0.50,0.28,0.78,0.50,0.78,0.28,0.20,0.48,0.28,0.48,Matches,18.0,22,11,12,8,2,9,23,39.1,14,9,0,9,11,33,11,0,66,3.68,45,8,7,4,2,0,12,0.67,8,0,1,3,0,0,Matches,18.0,0,0,12,34,3,74,11,11,0,0,0,72,16,26,38.1,Matches,9,45,20,44.4,2.51,1.11,0.20,0.45,15.0,0,0,0,5.0,0.11,+4.0,+4.0,Matches,18.0,689,845,81.5,9142,1889,447,488,91.6,175,212,82.5,24,62,38.7,5,3.6,2.6,+1.4,30,36,21,2,69,1065,14,93,373,615,121,1065,67,38,56.7,29,43.3,673,3812,2138,81,40,42,47,15,833,213,Matches,58,47.3,82,10,11,20,10,2.14,46,16,+30,+1.67,+0.62,32.1,16.0,+16.1,+0.90,-0.19,Matches,CURRENT
Mamadou Fofana,ml MLI,"MF,DF",Metz,fr Ligue 1,22,1998,16,11,"1,070",11.9,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,2,20,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches,11.9,25,11,17,8,0,7,31,22.6,24,14,2,12,18,43,36,0,8,0.67,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,11.9,2,0,12,1,0,0,18,11,0,1,0,78,11,13,45.8,Matches,0,3,0,0.0,0.25,0.00,0.00,,12.6,0,0,0,0.4,0.14,-0.4,-0.4,Matches,11.9,376,452,83.2,6799,2303,144,164,87.8,186,211,88.2,40,66,60.6,0,0.1,0.1,-0.1,2,15,0,0,20,561,49,269,276,19,5,561,2,2,100.0,0,0.0,300,1103,530,2,2,0,6,3,306,2,Matches,67,31.3,83,8,5,32,21,1.31,14,15,-1,-0.08,+0.03,16.0,16.9,-1.0,-0.08,+0.08,Matches,CURRENT
Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,25,1995,30,25,"2,309",25.7,2,3,5,2,0,0,2,0,2.9,2.9,2.3,5.3,75,120,126,0.08,0.12,0.19,0.08,0.19,0.11,0.09,0.20,0.11,0.20,Matches,25.7,16,8,3,10,3,4,26,15.4,22,16,5,11,34,50,23,1,60,2.34,47,0,5,2,5,1,8,0.31,6,0,1,0,1,0,Matches,25.7,2,0,21,21,1,19,34,8,1,1,0,155,22,10,68.8,Matches,2,40,12,30.0,1.56,0.47,0.05,0.17,20.3,0,0,0,2.9,0.07,-0.9,-0.9,Matches,25.7,1049,1218,86.1,16279,3068,556,611,91.0,387,435,89.0,66,89,74.2,3,2.3,1.5,+0.7,24,75,15,1,120,1497,32,217,929,372,54,1497,74,41,55.4,33,44.6,956,5893,2850,75,58,15,50,32,1122,126,Matches,77,67.5,87,18,5,26,0,1.43,37,37,0,0.00,-0.08,35.7,35.4,+0.4,+0.01,-0.74,Matches,CURRENT
Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,19,2000,28,27,"2,262",25.1,0,0,0,0,0,0,7,0,1.0,1.0,0.3,1.3,37,93,8,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,25.1,51,37,27,22,2,31,46,67.4,15,28,16,12,61,112,94,0,19,0.76,16,0,0,1,2,0,1,0.04,0,0,0,0,1,0,Matches,25.1,7,0,37,29,2,2,61,37,1,1,0,181,88,60,59.5,Matches,0,11,2,18.2,0.44,0.08,0.00,0.00,9.9,0,0,0,1.0,0.09,-1.0,-1.0,Matches,25.1,1501,1740,86.3,28164,8486,546,611,89.4,790,868,91.0,141,213,66.2,0,0.3,0.5,-0.3,6,105,1,0,93,2036,186,865,1118,78,20,2036,21,15,71.4,6,28.6,1273,8129,4806,37,23,1,27,12,1344,8,Matches,81,66.1,83,22,1,25,1,1.64,43,30,+13,+0.52,+0.13,35.1,28.2,+6.9,+0.28,+0.05,Matches,CURRENT
Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2000,4,3,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,8,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,3.5,6,4,6,0,0,3,4,75.0,1,3,3,0,8,14,14,1,4,1.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3.5,1,0,6,5,1,0,8,4,0,0,0,23,7,7,50.0,Matches,0,1,0,0.0,0.29,0.00,0.00,,13.1,0,0,0,0.1,0.05,-0.1,-0.1,Matches,3.5,149,184,81.0,2863,1144,49,59,83.1,84,89,94.4,16,30,53.3,0,0.0,0.0,0.0,1,6,0,0,8,222,27,128,86,8,3,222,3,2,66.7,1,33.3,128,678,417,2,3,1,0,1,140,2,Matches,79,9.2,90,3,1,45,0,2.25,6,2,+4,+1.14,+1.61,4.9,4.6,+0.3,+0.08,+0.12,Matches,CURRENT
Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,21,1999,35,35,"2,873",31.9,0,3,3,0,0,0,10,1,1.5,1.5,2.4,3.9,57,187,36,0.00,0.09,0.09,0.00,0.09,0.05,0.07,0.12,0.05,0.12,Matches,31.9,90,51,31,51,8,42,82,51.2,40,43,7,36,34,124,14,2,69,2.16,51,7,4,2,3,2,9,0.28,6,1,1,0,1,0,Matches,31.9,10,1,47,33,0,37,34,51,0,1,0,236,19,17,52.8,Matches,0,36,4,11.1,1.13,0.13,0.00,0.00,25.5,1,0,0,1.5,0.04,-1.5,-1.5,Matches,31.9,1435,1703,84.3,25931,6942,632,704,89.8,625,700,89.3,153,242,63.2,3,2.4,2.4,+0.6,28,150,29,6,187,2028,47,385,1327,345,12,2028,61,32,52.5,29,47.5,1101,5869,2967,57,52,4,45,26,1410,36,Matches,82,84.0,82,24,0,,1,2.09,65,32,+33,+1.03,+0.87,58.8,27.7,+31.0,+0.97,+0.47,Matches,CURRENT
