player,nationality,position,team,comp_level,age,birth_year,games,playing_games_starts,playing_minutes,playing_minutes_90s,playing_goals,performance_assists,performance_goals_assists,performance_goals_pens,performance_pens_made,performance_pens_att,performance_cards_yellow,performance_cards_red,performance_xg,expected_npxg,expected_xg_assist,expected_npxg_xg_assist,expected_progressive_carries,progression_progressive_passes,progression_progressive_passes_received,progression_goals_per90,per90_assists_per90,per90_goals_assists_per90,per90_goals_pens_per90,per90_goals_assists_pens_per90,per90_xg_per90,per90_xg_assist_per90,per90_xg_xg_assist_per90,per90_npxg_per90,per90_npxg_xg_assist_per90,per90_matches,minutes_90s,tackles,tackles_tackles_won,tackles_tackles_def_3rd,tackles_tackles_mid_3rd,tackles_tackles_att_3rd,tackles_challenge_tackles,challenges_challenges,challenges_challenge_tackles_pct,challenges_challenges_lost,challenges_blocks,blocks_blocked_shots,blocks_blocked_passes,blocks_interceptions,tackles_interceptions,clearances,errors,sca,sca_sca_per90,sca_sca_passes_live,sca_types_sca_passes_dead,sca_types_sca_take_ons,sca_types_sca_shots,sca_types_sca_fouled,sca_types_sca_defense,sca_types_gca,gca_gca_per90,gca_gca_passes_live,gca_types_gca_passes_dead,gca_types_gca_take_ons,gca_types_gca_shots,gca_types_gca_fouled,gca_types_gca_defense,gca_types_matches,minutes_90s,cards_yellow,performance_cards_yellow_red,performance_fouls,performance_fouled,performance_offsides,performance_crosses,performance_interceptions,performance_tackles_won,performance_pens_won,performance_pens_conceded,performance_own_goals,performance_ball_recoveries,performance_aerials_won,aerials_aerials_lost,aerials_aerials_won_pct,aerials_matches,goals,standard_shots,standard_shots_on_target,standard_shots_on_target_pct,standard_shots_per90,standard_shots_on_target_per90,standard_goals_per_shot,standard_goals_per_shot_on_target,standard_average_shot_distance,standard_shots_free_kicks,standard_pens_made,standard_pens_att,standard_xg,expected_npxg_per_shot,expected_xg_net,expected_npxg_net,expected_matches,minutes_90s,passes_completed,passes_total_passes,passes_total_passes_pct,passes_total_passes_total_distance,passes_total_passes_progressive_distance,passes_total_passes_completed_short,passes_short_passes_short,passes_short_passes_pct_short,passes_short_passes_completed_medium,passes_medium_passes_medium,passes_medium_passes_pct_medium,passes_medium_passes_completed_long,passes_long_passes_long,passes_long_passes_pct_long,passes_long_assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,touches,touches_touches_def_pen_area,touches_touches_def_3rd,touches_touches_mid_3rd,touches_touches_att_3rd,touches_touches_att_pen_area,touches_touches_live_ball,touches_take_ons,take_ons_take_ons_won,take_ons_take_ons_won_pct,take_ons_take_ons_tackled,take_ons_take_ons_tackled_pct,take_ons_carries,carries_carries_distance,carries_carries_progressive_distance,carries_progressive_carries,carries_carries_into_final_third,carries_carries_into_penalty_area,carries_miscontrols,carries_dispossessed,carries_passes_received,receiving_progressive_passes_received,receiving_matches,playing_minutes_per_game,playing_minutes_pct,starts_minutes_per_start,starts_games_complete,starts_games_subs,subs_minutes_per_sub,subs_unused_subs,subs_points_per_game,team_success_on_goals_for,team_success_on_goals_against,team_success_plus_minus,team_success_plus_minus_per90,team_success_plus_minus_wowy,team_success_on_xg_for,xg_team_success_on_xg_against,xg_team_success_xg_plus_minus,xg_team_success_xg_plus_minus_per90,xg_team_success_xg_plus_minus_wowy,xg_team_success_matches,year_of_stat
Léo Sena,br BRA,MF,Spezia,it Serie A,24,1995,16,8,885,9.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,30,92,12,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,9.8,22,12,7,10,5,12,26,46.2,14,19,4,15,11,33,5,0,21,2.14,18,1,0,0,2,0,1,0.10,1,0,0,0,0,0,Matches,9.8,0,0,7,61,0,12,11,12,0,0,0,77,4,11,26.7,Matches,0,2,0,0.0,0.20,0.00,0.00,,24.5,0,0,0,0.1,0.04,-0.1,-0.1,Matches,9.8,543,624,87.0,11724,3219,174,193,90.2,236,261,90.4,121,144,84.0,0,0.1,0.5,-0.1,2,113,5,1,92,722,12,114,486,140,2,722,43,36,83.7,7,16.3,512,3957,2322,30,34,2,10,11,536,12,Matches,55,25.9,82,3,8,29,6,1.25,16,19,-3,-0.31,+0.30,15.1,17.2,-2.2,-0.22,+0.36,Matches,CURRENT
Stefano Sensi,it ITA,MF,Inter,it Serie A,24,1995,18,4,603,6.7,0,0,0,0,0,0,1,1,1.1,1.1,0.9,2.0,12,58,40,0.00,0.00,0.00,0.00,0.00,0.17,0.14,0.30,0.17,0.30,Matches,6.7,9,6,3,5,1,4,11,36.4,7,6,1,5,7,16,1,0,34,5.07,26,4,1,3,0,0,4,0.60,0,2,0,2,0,0,Matches,6.7,1,0,10,14,0,34,7,6,0,0,0,49,2,2,50.0,Matches,0,18,7,38.9,2.69,1.04,0.00,0.00,21.9,1,0,0,1.1,0.06,-1.1,-1.1,Matches,6.7,354,432,81.9,5867,1586,174,190,91.6,134,160,83.8,33,57,57.9,0,0.9,1.1,-0.9,11,40,11,2,58,504,6,78,226,207,13,504,14,7,50.0,7,50.0,298,1530,741,12,13,2,15,5,380,40,Matches,34,17.6,62,0,14,26,13,2.61,22,4,+18,+2.69,+1.54,14.1,7.7,+6.4,+0.96,+0.06,Matches,CURRENT
Jaime Seoane,es ESP,MF,Huesca,es La Liga,23,1997,29,23,"2,064",22.9,1,1,2,1,0,0,5,0,1.5,1.5,1.1,2.5,42,87,47,0.04,0.04,0.09,0.04,0.09,0.06,0.05,0.11,0.06,0.11,Matches,22.9,50,30,20,23,7,24,65,36.9,41,27,6,21,17,67,14,0,44,1.92,34,1,3,1,4,1,2,0.09,2,0,0,0,0,0,Matches,22.9,5,0,43,33,0,27,17,30,0,1,0,114,26,21,55.3,Matches,1,24,9,37.5,1.05,0.39,0.04,0.11,21.8,0,0,0,1.5,0.06,-0.5,-0.5,Matches,22.9,663,877,75.6,11828,2704,292,342,85.4,243,288,84.4,90,153,58.8,1,1.1,1.3,-0.1,11,66,9,5,87,1087,31,240,605,258,36,1087,35,20,57.1,15,42.9,639,3793,1882,42,33,4,39,21,721,47,Matches,71,60.4,84,16,6,22,7,0.93,23,27,-4,-0.17,+0.82,21.7,29.8,-8.1,-0.35,-0.26,Matches,CURRENT
Luigi Sepe,it ITA,GK,Parma,it Serie A,29,1991,36,36,"3,240",36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,36.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,13,2,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,36.0,0,0,0,2,0,0,2,0,0,0,0,34,3,2,60.0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,36.0,1147,1445,79.4,34233,26869,214,218,98.2,468,474,98.7,457,739,61.8,0,0.0,0.1,0.0,0,33,0,0,1,1508,1291,1497,12,0,0,1508,2,2,100.0,0,0.0,845,3959,2900,0,0,0,1,0,718,0,Matches,90,94.7,90,36,0,,2,0.56,35,76,-41,-1.14,+0.36,39.7,56.4,-16.7,-0.46,+0.43,Matches,CURRENT
Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,23,1997,25,24,"1,953",21.7,1,3,4,1,0,0,3,0,2.1,2.1,1.3,3.4,44,67,52,0.05,0.14,0.18,0.05,0.18,0.10,0.06,0.16,0.10,0.16,Matches,21.7,55,35,18,33,4,17,52,32.7,35,29,4,25,23,78,21,0,36,1.66,25,1,1,2,6,1,2,0.09,2,0,0,0,0,0,Matches,21.7,3,0,28,47,0,3,23,35,1,0,1,148,14,19,42.4,Matches,1,32,9,28.1,1.47,0.41,0.03,0.11,20.4,0,0,0,2.1,0.07,-1.1,-1.1,Matches,21.7,455,609,74.7,8383,2163,186,237,78.5,196,233,84.1,59,80,73.8,3,1.3,0.9,+1.7,14,49,11,0,67,899,44,187,526,203,44,899,63,39,61.9,24,38.1,505,3232,1622,44,23,6,54,41,526,52,Matches,78,63.8,81,18,1,12,0,0.36,13,56,-43,-1.98,-0.52,17.9,43.4,-25.5,-1.17,+0.05,Matches,CURRENT
Jean Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29,1991,12,9,707,7.9,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.4,9,46,5,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches,7.9,17,9,3,12,2,4,15,26.7,11,8,2,6,12,29,7,0,16,2.04,13,0,3,0,0,0,1,0.13,1,0,0,0,0,0,Matches,7.9,3,0,14,12,0,5,12,9,0,0,0,56,7,10,41.2,Matches,0,4,0,0.0,0.51,0.00,0.00,,24.1,2,0,0,0.2,0.04,-0.2,-0.2,Matches,7.9,440,516,85.3,8114,2026,179,201,89.1,200,215,93.0,49,76,64.5,0,0.2,0.3,-0.2,5,24,4,2,46,597,17,134,391,79,5,597,22,16,72.7,6,27.3,365,1481,682,9,8,1,14,4,418,5,Matches,59,20.7,73,3,3,16,2,0.58,10,20,-10,-1.27,-1.14,8.8,13.8,-5.0,-0.64,-0.43,Matches,CURRENT
Femi Seriki,eng ENG,MF,Sheffield Utd,eng Premier League,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,1,0.0,,0,1,1,0,0.00,0,0,0,0.00,+1.13,0.0,0.0,0.0,0.00,+0.78,Matches,CURRENT
Ryan Sessegnon,eng ENG,"DF,FW",Hoffenheim,de Bundesliga,20,2000,23,17,"1,574",17.5,2,3,5,2,0,0,4,0,0.8,0.8,1.7,2.5,45,68,103,0.11,0.17,0.29,0.11,0.29,0.05,0.10,0.14,0.05,0.14,Matches,17.5,47,25,26,13,8,15,34,44.1,19,26,3,23,30,77,46,0,31,1.77,28,1,1,1,0,0,4,0.23,4,0,0,0,0,0,Matches,17.5,4,0,35,4,8,69,30,25,0,0,0,93,16,20,44.4,Matches,2,5,2,40.0,0.29,0.11,0.40,1.00,11.5,0,0,0,0.8,0.16,+1.2,+1.2,Matches,17.5,716,934,76.7,11844,4169,343,393,87.3,316,397,79.6,45,93,48.4,3,1.7,2.1,+1.3,16,43,25,13,68,1157,61,323,506,336,26,1157,36,12,33.3,24,66.7,588,3018,1601,45,31,5,26,9,653,103,Matches,68,51.4,85,13,6,21,1,1.26,25,27,-2,-0.11,-0.11,25.6,25.3,+0.2,+0.01,+0.10,Matches,CURRENT
Nils Seufert,de GER,"MF,FW",Arminia,de Bundesliga,23,1997,13,2,343,3.8,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.4,1,19,8,0.00,0.26,0.26,0.00,0.26,0.01,0.09,0.10,0.01,0.10,Matches,3.8,12,9,2,5,5,2,8,25.0,6,3,1,2,5,17,6,0,8,2.10,6,1,0,0,1,0,1,0.26,1,0,0,0,0,0,Matches,3.8,1,0,8,7,0,6,5,9,0,0,0,19,4,2,66.7,Matches,0,1,0,0.0,0.26,0.00,0.00,,18.2,0,0,0,0.0,0.04,0.0,0.0,Matches,3.8,146,178,82.0,2112,548,75,84,89.3,53,65,81.5,7,11,63.6,1,0.3,0.4,+0.7,5,15,1,0,19,214,6,38,114,64,5,214,5,4,80.0,1,20.0,118,466,169,1,3,0,7,5,135,8,Matches,26,11.2,74,0,11,18,12,0.62,3,9,-6,-1.57,-0.91,1.8,7.6,-5.8,-1.52,-0.92,Matches,CURRENT
Edgar Sevikyan,ru RUS,MF,Levante,es La Liga,18,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,0.1,3,5,60.0,29,0,3,4,75.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,6,0,3,3,1,0,6,1,1,100.0,0,0.0,5,19,16,0,0,0,0,0,4,1,Matches,8,0.2,,0,1,8,8,3.00,0,0,0,0.00,+0.29,0.1,0.0,+0.1,+1.25,+1.60,Matches,CURRENT
Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,27,1992,10,6,572,6.4,1,1,2,1,0,0,1,0,1.3,1.3,1.1,2.4,27,22,61,0.16,0.16,0.31,0.16,0.31,0.21,0.17,0.38,0.21,0.38,Matches,6.4,4,3,0,3,1,2,9,22.2,7,3,1,2,3,7,2,0,30,4.72,24,0,3,1,2,0,1,0.16,1,0,0,0,0,0,Matches,6.4,1,0,8,9,1,10,3,3,0,0,0,19,2,6,25.0,Matches,1,16,7,43.8,2.52,1.10,0.06,0.14,18.0,0,0,0,1.3,0.08,-0.3,-0.3,Matches,6.4,186,240,77.5,3004,543,96,119,80.7,71,83,85.5,13,17,76.5,1,1.1,1.0,-0.1,17,9,11,3,22,306,3,34,112,165,35,306,20,9,45.0,11,55.0,201,1346,661,27,17,10,13,4,238,61,Matches,57,16.7,79,3,4,25,2,1.20,7,8,-1,-0.16,-0.50,9.9,9.9,0.0,0.00,-0.62,Matches,CURRENT
Jamie Shackleton,eng ENG,"MF,DF",Leeds United,eng Premier League,20,1999,13,3,461,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,11,21,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,5.1,10,6,6,4,0,4,11,36.4,7,3,1,2,9,19,3,0,8,1.56,8,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches,5.1,0,0,3,2,1,2,9,6,0,0,0,25,0,6,0.0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,5.1,191,214,89.3,2655,586,115,124,92.7,66,69,95.7,5,8,62.5,0,0.1,0.3,-0.1,2,10,0,0,11,254,11,65,122,69,9,254,3,3,100.0,0,0.0,121,614,265,7,3,2,7,1,160,21,Matches,35,13.5,67,1,10,26,18,1.38,7,11,-4,-0.78,-1.15,7.8,10.1,-2.3,-0.45,-0.45,Matches,CURRENT
Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,eng Premier League,28,1991,14,5,556,6.2,0,2,2,0,0,0,2,0,0.5,0.5,2.5,3.0,5,54,32,0.00,0.32,0.32,0.00,0.32,0.08,0.41,0.48,0.08,0.48,Matches,6.2,7,4,3,1,3,2,7,28.6,5,4,0,4,2,9,0,0,32,5.18,29,2,0,0,0,1,2,0.32,2,0,0,0,0,0,Matches,6.2,2,0,11,6,0,22,2,4,0,0,0,34,2,7,22.2,Matches,0,11,0,0.0,1.78,0.00,0.00,,22.8,1,0,0,0.5,0.04,-0.5,-0.5,Matches,6.2,361,428,84.3,5174,1362,201,221,91.0,114,134,85.1,23,35,65.7,2,2.5,1.8,-0.5,19,24,26,4,54,477,2,44,204,236,12,477,9,6,66.7,3,33.3,307,1086,437,5,9,0,13,7,364,32,Matches,40,16.3,76,1,9,20,13,1.07,5,7,-2,-0.32,-1.20,8.4,7.9,+0.4,+0.07,-0.69,Matches,CURRENT
Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,34,1986,16,7,735,8.2,3,0,3,1,2,2,1,0,3.0,1.5,0.5,2.0,9,11,65,0.37,0.00,0.37,0.12,0.12,0.37,0.07,0.44,0.18,0.24,Matches,8.2,5,1,0,3,2,2,9,22.2,7,2,0,2,0,5,2,0,6,0.73,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8.2,1,0,14,14,11,8,0,1,0,0,0,14,11,28,28.2,Matches,3,7,4,57.1,0.86,0.49,0.14,0.25,16.5,0,2,2,3.0,0.21,0.0,-0.5,Matches,8.2,85,123,69.1,1003,155,53,69,76.8,24,33,72.7,0,1,0.0,0,0.5,0.6,-0.5,4,1,3,0,11,187,1,6,62,119,31,185,12,5,41.7,7,58.3,99,513,128,9,5,5,18,16,137,65,Matches,46,21.5,82,4,9,18,9,0.63,6,15,-9,-1.10,+0.04,8.3,14.4,-6.1,-0.74,+0.04,Matches,CURRENT
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,32,30,"2,654",29.5,1,5,6,1,0,0,8,0,0.6,0.6,6.4,7.0,110,147,209,0.03,0.17,0.20,0.03,0.20,0.02,0.22,0.24,0.02,0.24,Matches,29.5,44,28,21,16,7,21,36,58.3,15,34,9,25,20,64,44,2,115,3.90,75,33,2,1,4,0,9,0.31,6,2,0,0,1,0,Matches,29.5,8,0,42,28,3,189,20,28,0,0,1,187,38,28,57.6,Matches,1,11,6,54.5,0.37,0.20,0.09,0.17,17.3,0,0,0,0.6,0.05,+0.4,+0.4,Matches,29.5,1650,2068,79.8,23339,9202,989,1082,91.4,483,588,82.1,99,212,46.7,5,6.4,6.0,-1.4,72,103,42,14,147,2310,84,541,926,877,62,2310,56,36,64.3,20,35.7,1249,7878,4699,110,87,17,25,21,1430,209,Matches,83,77.6,87,27,2,27,2,1.84,51,33,+18,+0.61,-0.68,41.3,32.8,+8.5,+0.29,-0.89,Matches,CURRENT
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,28,1992,30,29,"2,617",29.1,1,3,4,1,0,0,7,0,2.5,2.5,3.0,5.5,20,132,24,0.03,0.10,0.14,0.03,0.14,0.09,0.10,0.19,0.09,0.19,Matches,29.1,39,14,18,19,2,10,37,27.0,27,26,14,12,36,75,42,0,72,2.48,39,25,1,6,1,0,8,0.28,4,4,0,0,0,0,Matches,29.1,7,0,31,10,0,94,36,14,0,0,0,181,27,22,55.1,Matches,1,42,9,21.4,1.44,0.31,0.02,0.11,24.3,11,0,0,2.5,0.06,-1.5,-1.5,Matches,29.1,1092,1499,72.8,23397,7464,389,457,85.1,450,552,81.5,227,416,54.6,3,3.0,2.3,0.0,37,143,21,4,132,1728,78,469,995,284,22,1728,26,20,76.9,6,23.1,932,4464,1918,20,22,0,19,5,1087,24,Matches,87,76.5,89,28,1,26,3,1.33,41,46,-5,-0.17,+1.06,36.4,44.4,-7.9,-0.27,+0.51,Matches,CURRENT
Eldor Shomurodov,uz UZB,FW,Genoa,it Serie A,25,1995,31,16,"1,677",18.6,8,1,9,8,0,0,1,0,5.7,5.7,1.9,7.6,33,32,133,0.43,0.05,0.48,0.43,0.48,0.31,0.10,0.41,0.31,0.41,Matches,18.6,28,14,7,13,8,9,37,24.3,28,17,2,15,6,34,11,0,48,2.58,32,0,4,8,2,2,6,0.32,4,0,1,1,0,0,Matches,18.6,1,0,39,21,11,15,6,14,0,0,0,59,46,79,36.8,Matches,8,39,17,43.6,2.09,0.91,0.21,0.47,14.5,0,0,0,5.7,0.15,+2.3,+2.3,Matches,18.6,329,483,68.1,4089,754,202,258,78.3,78,117,66.7,12,20,60.0,1,1.9,1.2,-0.9,20,17,9,2,32,718,15,69,329,334,81,718,34,15,44.1,19,55.9,408,2234,1037,33,19,11,76,30,540,133,Matches,54,49.0,76,4,15,31,1,1.03,26,23,+3,+0.16,+0.88,19.6,29.9,-10.4,-0.56,+0.03,Matches,CURRENT
Shola Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,16,2004,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,0.1,5,6,83.3,57,6,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,10,0,1,6,4,0,10,0,0,,0,,6,26,10,0,0,0,2,0,9,2,Matches,6,0.3,,0,2,6,3,3.00,0,0,0,0.00,-0.77,0.0,0.1,-0.1,-1.15,-1.64,Matches,CURRENT
Mahame Siby,ml MLI,MF,Strasbourg,fr Ligue 1,24,1996,7,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,0.2,9,11,81.8,159,85,4,4,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,13,0,4,8,1,0,13,1,1,100.0,0,0.0,9,21,14,0,0,0,1,0,10,1,Matches,3,0.6,,0,7,3,19,2.43,1,1,0,0.00,+0.24,0.8,0.3,+0.5,+2.09,+2.05,Matches,CURRENT
Abdoulaye Sidibé,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2002,1,0,11,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.1,1,0,1,0,0,0,0,1,0,0,0,0,1,2,33.3,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,0.1,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,2,0,1,0,3,0,0,,0,,1,0,0,0,0,0,1,0,1,0,Matches,11,0.3,,0,1,11,0,1.00,0,1,-1,-8.18,-7.89,0.0,0.6,-0.6,-4.51,-4.49,Matches,CURRENT
Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,28,1992,30,21,"1,980",22.0,0,2,2,0,0,0,3,0,0.2,0.2,2.4,2.6,51,137,37,0.00,0.09,0.09,0.00,0.09,0.01,0.11,0.12,0.01,0.12,Matches,22.0,58,34,26,29,3,37,52,71.2,15,20,5,15,50,108,37,2,55,2.50,34,19,0,0,1,1,3,0.14,1,2,0,0,0,0,Matches,22.0,3,0,32,22,1,93,50,34,0,1,0,154,25,20,55.6,Matches,0,5,1,20.0,0.23,0.05,0.00,0.00,30.6,3,0,0,0.2,0.04,-0.2,-0.2,Matches,22.0,1525,1853,82.3,26531,9216,665,712,93.4,708,835,84.8,130,247,52.6,2,2.4,2.9,-0.4,25,116,24,10,137,2045,67,522,1184,361,3,2045,15,8,53.3,7,46.7,1090,5482,3427,51,31,0,20,6,1267,37,Matches,66,57.9,85,17,9,22,0,2.17,45,24,+21,+0.95,+0.14,37.4,17.2,+20.2,+0.92,+0.05,Matches,CURRENT
Sidnei,br BRA,DF,Betis,es La Liga,30,1989,11,7,697,7.7,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,8,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,7.7,9,3,6,3,0,4,9,44.4,5,6,4,2,16,25,28,0,1,0.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7.7,1,0,7,8,0,1,16,3,0,0,0,40,19,22,46.3,Matches,0,1,0,0.0,0.13,0.00,0.00,,4.7,0,0,0,0.3,0.32,-0.3,-0.3,Matches,7.7,472,522,90.4,8718,2818,169,176,96.0,239,257,93.0,49,67,73.1,0,0.0,0.0,0.0,0,9,1,0,8,599,54,325,262,13,5,599,2,1,50.0,1,50.0,365,1741,726,4,6,0,5,1,411,1,Matches,63,20.4,90,7,4,17,21,1.91,8,14,-6,-0.77,-0.97,10.4,10.8,-0.4,-0.05,-0.14,Matches,CURRENT
Kaj Sierhuis,nl NED,"FW,MF",Reims,fr Ligue 1,22,1998,24,6,652,7.2,0,1,1,0,0,0,2,0,0.9,0.9,0.5,1.5,4,22,38,0.00,0.14,0.14,0.00,0.14,0.13,0.07,0.20,0.13,0.20,Matches,7.2,7,2,1,2,4,2,9,22.2,7,2,1,1,2,9,5,0,18,2.48,15,0,1,1,1,0,1,0.14,1,0,0,0,0,0,Matches,7.2,2,0,17,4,1,6,2,2,0,0,0,25,13,18,41.9,Matches,0,14,3,21.4,1.93,0.41,0.00,0.00,16.4,1,0,0,0.9,0.07,-0.9,-0.9,Matches,7.2,101,165,61.2,1700,406,52,79,65.8,37,53,69.8,9,15,60.0,1,0.5,0.6,+0.5,9,16,7,1,22,241,5,18,103,121,29,241,15,10,66.7,5,33.3,123,461,181,4,3,1,21,14,181,38,Matches,27,19.1,69,1,18,13,13,1.00,11,9,+2,+0.28,+0.60,8.2,11.1,-2.9,-0.40,+0.36,Matches,CURRENT
Tim Siersleben,de GER,DF,Wolfsburg,de Bundesliga,20,2000,1,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches,0.4,2,2,2,0,0,1,1,100.0,0,1,0,1,0,2,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.4,0,0,0,0,0,0,0,2,0,0,0,2,1,1,50.0,Matches,0,1,0,0.0,2.65,0.00,0.00,,15.8,0,0,0,0.1,0.05,-0.1,-0.1,Matches,0.4,21,25,84.0,409,107,5,7,71.4,14,15,93.3,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,1,29,1,13,15,1,1,29,0,0,,0,,13,46,11,0,0,0,0,0,15,0,Matches,34,1.1,,0,1,34,21,0.00,1,1,0,0.00,-0.71,0.5,0.4,+0.1,+0.30,+0.10,Matches,CURRENT
Gylfi Sigurðsson,is ISL,"MF,FW",Everton,eng Premier League,30,1989,36,24,"2,253",25.0,6,5,11,3,3,4,2,0,6.5,3.4,3.8,7.2,24,81,78,0.24,0.20,0.44,0.12,0.32,0.26,0.15,0.41,0.13,0.29,Matches,25.0,30,20,9,14,7,13,44,29.5,31,31,2,29,34,64,21,1,75,2.99,42,23,2,6,2,0,7,0.28,4,2,0,1,0,0,Matches,25.0,2,0,22,18,0,100,34,20,0,0,0,119,5,11,31.3,Matches,6,45,13,28.9,1.80,0.52,0.07,0.23,22.8,7,3,4,6.5,0.07,-0.5,-0.4,Matches,25.0,758,963,78.7,12289,3249,378,429,88.1,268,307,87.3,69,141,48.9,5,3.8,3.5,+1.2,44,55,22,5,81,1217,37,218,578,428,47,1213,26,14,53.8,12,46.2,575,2594,900,24,26,4,45,28,747,78,Matches,63,65.9,81,12,12,25,2,1.64,29,29,0,0.00,+0.08,25.8,31.2,-5.4,-0.21,-0.29,Matches,CURRENT
